pair_idx,source1_entity_id,candidate_entity_id,candidate_source,label,prob_lightgbm,pred_lightgbm,prob_xgboost,pred_xgboost,prob_catboost,pred_catboost,error_type,error_category,in_lgb,in_xgboost,in_catboost
103301,S1-745628715,S3-255402105,source3,1,0.0781,0,0.1033,0,0.1551,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
103806,S1-747808656,S3-192954209,source3,1,0.979,1,0.8012,0,0.8937,0,FN,ABBREVIATION_OR_ACRONYM,false,true,true
103834,S1-748234427,S3-612188602,source3,1,0.8266,0,0.9554,1,0.7488,0,FN,ABBREVIATION_OR_ACRONYM,true,false,true
104120,S1-749912968,S2-752638662,source2,1,0.1385,0,0.1245,0,0.1427,0,FN,MISSING_ADDRESS_EVIDENCE,true,true,true
105138,S1-755014653,S3-141906556,source3,1,0.9503,1,0.901,1,0.8688,0,FN,ABBREVIATION_OR_ACRONYM,false,false,true
107764,S1-77567238,S3-923426508,source3,1,0.0011,0,0.0118,0,0.0082,0,FN,SEVERE_ADDRESS_DIVERGENCE,true,true,true
107824,S1-776420280,S3-247061270,source3,1,0.0372,0,0.0316,0,0.0352,0,FN,MISSING_ADDRESS_EVIDENCE,true,true,true
107892,S1-776777072,S2-203124047,source2,1,0.5905,0,0.8268,0,0.9092,1,FN,ABBREVIATION_OR_ACRONYM,true,true,false
109406,S1-788981743,S3-91350493,source3,1,0.3347,0,0.3153,0,0.4436,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
110934,S1-795915943,S2-242231390,source2,1,0.1001,0,0.2014,0,0.0674,0,FN,MISSING_ADDRESS_EVIDENCE,true,true,true
111875,S1-802385494,S3-87006130,source3,1,0.8307,0,0.7802,0,0.6922,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
113038,S1-8092452,S3-183988476,source3,1,0.9734,1,0.8742,0,0.8785,0,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,false,true,true
113833,S1-813191679,S3-313620211,source3,1,0.0616,0,0.0402,0,0.1221,0,FN,SEVERE_ADDRESS_DIVERGENCE,true,true,true
114209,S1-815313381,S3-990946181,source3,1,0.4886,0,0.7164,0,0.5146,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
115455,S1-821667212,S3-61276340,source3,1,0.9835,1,0.8748,0,0.8518,0,FN,SEVERE_ADDRESS_DIVERGENCE,false,true,true
116161,S1-825345518,S2-575536430,source2,1,0.8203,0,0.4692,0,0.7257,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
116216,S1-825777859,S2-736347708,source2,1,0.7857,0,0.9148,1,0.9668,1,FN,ABBREVIATION_OR_ACRONYM,true,false,false
116318,S1-826486940,S3-44940343,source3,1,0.4223,0,0.4473,0,0.6532,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
117199,S1-831786720,S3-770613933,source3,1,0.0598,0,0.0279,0,0.1385,0,FN,ABBREVIATION_OR_ACRONYM,true,true,true
118422,S1-842614852,S2-92900333,source2,0,0.9981,1,0.9687,1,0.9654,1,FP,SHARED_LOCATION_DIFFERENT_BIZ,true,true,true
118484,S1-84265818,S3-400389215,source3,1,0.9345,1,0.8927,0,0.9778,1,FN,OTHER_FALSE_NEGATIVE,false,true,false
118655,S1-845245569,S3-166654622,source3,1,0.0273,0,0.0398,0,0.0384,0,FN,MISSING_ADDRESS_EVIDENCE,true,true,true
118950,S1-847932090,S3-337599976,source3,1,0.0096,0,0.0408,0,0.0489,0,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,true,true,true
119255,S1-848766993,S2-68125772,source2,1,0.2113,0,0.2871,0,0.1441,0,FN,ABBREVIATION_OR_ACRONYM,true,true,true
119542,S1-850924985,S3-261143005,source3,1,0.3921,0,0.5221,0,0.5029,0,FN,ABBREVIATION_OR_ACRONYM,true,true,true
120016,S1-853319205,S3-863400179,source3,1,0.946,1,0.8274,0,0.9191,1,FN,SEVERE_ADDRESS_DIVERGENCE,false,true,false
120272,S1-855164600,S3-527225689,source3,1,0.9737,1,0.9515,1,0.8447,0,FN,ABBREVIATION_OR_ACRONYM,false,false,true
120603,S1-857426094,S3-572240479,source3,1,0.1032,0,0.2193,0,0.0717,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
122430,S1-867508043,S2-570625919,source2,1,0.0056,0,0.0077,0,0.0202,0,FN,SEVERE_ADDRESS_DIVERGENCE,true,true,true
123174,S1-871902965,S2-832022865,source2,1,0.7814,0,0.6718,0,0.7118,0,FN,NAME_DIVERGENCE,true,true,true
123633,S1-874682146,S2-437485334,source2,1,0.8485,0,0.8854,0,0.8439,0,FN,ABBREVIATION_OR_ACRONYM,true,true,true
124155,S1-879285964,S3-472910996,source3,1,0.2741,0,0.1605,0,0.0515,0,FN,SEVERE_ADDRESS_DIVERGENCE,true,true,true
124727,S1-881665599,S3-353938359,source3,1,0.1246,0,0.1631,0,0.1348,0,FN,MISSING_ADDRESS_EVIDENCE,true,true,true
124841,S1-88229953,S3-928860132,source3,1,0.0065,0,0.0347,0,0.0387,0,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,true,true,true
125112,S1-88619407,S3-64834698,source3,1,0.2454,0,0.0903,0,0.0516,0,FN,SEVERE_ADDRESS_DIVERGENCE,true,true,true
128431,S1-905405466,S3-297532495,source3,1,0.9203,1,0.8769,0,0.7868,0,FN,ABBREVIATION_OR_ACRONYM,false,true,true
129229,S1-910041461,S2-509201107,source2,1,0.1216,0,0.1438,0,0.1903,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
129290,S1-911341652,S3-55880086,source3,1,0.0317,0,0.1278,0,0.1085,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
129868,S1-915105366,S3-495928053,source3,1,0.9934,1,0.9494,1,0.8219,0,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,false,false,true
129959,S1-915479091,S3-318543180,source3,1,0.2353,0,0.7941,0,0.1956,0,FN,SEVERE_ADDRESS_DIVERGENCE,true,true,true
130432,S1-918589311,S3-422487378,source3,0,0.951,1,0.9283,1,0.9399,1,FP,OTHER_FALSE_POSITIVE,true,true,true
130584,S1-919795801,S3-806824347,source3,1,0.8343,0,0.872,0,0.5416,0,FN,ABBREVIATION_OR_ACRONYM,true,true,true
130784,S1-921451574,S3-334166749,source3,1,0.9514,1,0.909,1,0.6282,0,FN,OTHER_FALSE_NEGATIVE,false,false,true
130983,S1-922429406,S2-970808601,source2,0,0.9916,1,0.987,1,0.971,1,FP,OTHER_FALSE_POSITIVE,true,true,true
130988,S1-922429406,S3-516103089,source3,1,0.8546,0,0.9412,1,0.9008,1,FN,SEVERE_ADDRESS_DIVERGENCE,true,false,false
131324,S1-923871898,S2-128664955,source2,1,0.2499,0,0.3217,0,0.324,0,FN,ABBREVIATION_OR_ACRONYM,true,true,true
133158,S1-934461604,S2-967876765,source2,1,0.8137,0,0.9527,1,0.9178,1,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,true,false,false
133901,S1-941417027,S3-967747607,source3,1,0.8135,0,0.7905,0,0.5883,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
134251,S1-943679421,S2-229962546,source2,1,0.6315,0,0.5423,0,0.4912,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
134256,S1-943719187,S2-867170522,source2,1,0.0024,0,0.0116,0,0.0273,0,FN,MISSING_ADDRESS_EVIDENCE,true,true,true
134373,S1-944137003,S3-726108094,source3,0,0.9701,1,0.9888,1,0.9508,1,FP,OTHER_FALSE_POSITIVE,true,true,true
135010,S1-947201313,S2-417090507,source2,1,0.9378,1,0.8937,0,0.8433,0,FN,OTHER_FALSE_NEGATIVE,false,true,true
135627,S1-951113242,S3-532651626,source3,1,0.682,0,0.798,0,0.6321,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
136442,S1-955976372,S2-670672245,source2,1,0.8326,0,0.7198,0,0.6349,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
136537,S1-956515241,S2-442361209,source2,1,0.86,0,0.5788,0,0.4076,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
136645,S1-958105702,S3-711630323,source3,1,0.5404,0,0.8971,0,0.6378,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
137406,S1-963279486,S3-197069383,source3,1,0.094,0,0.1315,0,0.1953,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
137725,S1-966607820,S3-88317059,source3,1,0.1152,0,0.1283,0,0.036,0,FN,SEVERE_ADDRESS_DIVERGENCE,true,true,true
138836,S1-972480708,S2-951146455,source2,0,0.9255,1,0.7572,0,0.8065,0,FP,ADDRESS_NUMBER_COLLISION,true,false,false
139357,S1-97559764,S3-896058726,source3,1,0.9663,1,0.9464,1,0.5828,0,FN,ABBREVIATION_OR_ACRONYM,false,false,true
140007,S1-979288927,S2-238808154,source2,1,0.8122,0,0.8361,0,0.6406,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
140196,S1-979761591,S3-54236015,source3,1,0.6499,0,0.4952,0,0.7636,0,FN,ABBREVIATION_OR_ACRONYM,true,true,true
140364,S1-980503458,S2-728468507,source2,1,0.532,0,0.3984,0,0.567,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
141300,S1-985954997,S3-269687277,source3,1,0.9698,1,0.803,0,0.8139,0,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,false,true,true
142078,S1-991935285,S2-269122015,source2,1,0.9884,1,0.9268,1,0.8928,0,FN,OTHER_FALSE_NEGATIVE,false,false,true
142661,S1-994258416,S3-926806105,source3,1,0.9559,1,0.9446,1,0.896,0,FN,OTHER_FALSE_NEGATIVE,false,false,true
143437,S1-997242359,S2-122170914,source2,1,0.7278,0,0.404,0,0.5561,0,FN,OTHER_FALSE_NEGATIVE,true,true,true
