source1_entity_id,cand_count,gt_matches,pred_matches_82,pred_matches_90,pred_matches_95,top1_prob,top2_prob,prob_margin,has_zero_gt,top1_is_correct,top1_candidate_id,top1_source
S1-266862904,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-359394062,source3
S1-267027496,13,0,0,0,0,0.0203,0.0098,0.0105,true,false,S3-254490394,source3
S1-267245946,46,0,0,0,0,0.1815,0.0,0.1815,true,false,S2-607897017,source2
S1-267386761,24,0,0,0,0,0.0,0.0,0.0,true,false,S3-996494780,source3
S1-267465386,43,0,0,0,0,0.0,0.0,0.0,true,false,S2-944263805,source2
S1-267566731,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-864548311,source2
S1-267714475,2,1,1,1,1,0.9968,0.0,0.9968,false,true,S2-486149949,source2
S1-26794063,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-958352718,source2
S1-267987235,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-195867122,source3
S1-268099268,36,0,0,0,0,0.0,0.0,0.0,true,false,S3-144528526,source3
S1-268149339,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-939834036,source3
S1-268169736,42,0,0,0,0,0.0,0.0,0.0,true,false,S2-334502614,source2
S1-268199608,30,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-56550641,source2
S1-268259709,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-463489454,source2
S1-268317178,2,1,0,0,0,0.0386,0.0,0.0386,false,true,S3-177365809,source3
S1-268426904,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-921202375,source2
S1-268533940,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-573349389,source3
S1-268535542,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-288412678,source3
S1-268700893,2,1,0,0,0,0.0146,0.0,0.0146,false,true,S2-654622206,source2
S1-268705328,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-991843540,source2
S1-268845491,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-757261143,source3
S1-268879333,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-139270369,source3
S1-268911340,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-173449142,source3
S1-269028949,72,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-854077551,source3
S1-269039848,3,0,0,0,0,0.0088,0.0001,0.0087,true,false,S2-190273831,source2
S1-269046216,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-254821816,source2
S1-269276644,1,1,1,1,1,0.9889,0.0,0.9889,false,true,S3-568942984,source3
S1-269442618,29,0,0,0,0,0.0003,0.0,0.0003,true,false,S2-576887041,source2
S1-269479245,13,0,0,0,0,0.0,0.0,0.0,true,false,S2-278869075,source2
S1-269512174,32,0,0,0,0,0.0,0.0,0.0,true,false,S3-154898268,source3
S1-269600463,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-505521774,source3
S1-269715797,6,0,0,0,0,0.0,0.0,0.0,true,false,S3-311169432,source3
S1-26989708,39,0,0,0,0,0.0,0.0,0.0,true,false,S3-183349350,source3
S1-269908623,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-731089793,source2
S1-269993694,40,0,0,0,0,0.0,0.0,0.0,true,false,S3-575021389,source3
S1-270087351,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-97351227,source2
S1-270092084,1,1,0,0,0,0.0728,0.0,0.0728,false,true,S3-452834909,source3
S1-270124844,1,0,0,0,0,0.0006,0.0,0.0006,true,false,S3-504415809,source3
S1-270259901,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-210074707,source2
S1-27029362,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-165707418,source2
S1-270354192,54,0,0,0,0,0.0,0.0,0.0,true,false,S2-414623921,source2
S1-2704529,12,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-77873882,source3
S1-270543443,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-919817931,source3
S1-270609465,1,0,0,0,0,0.116,0.0,0.116,true,false,S3-457764913,source3
S1-270643653,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-228949819,source2
S1-270702264,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-808928137,source2
S1-270831263,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-835569462,source2
S1-270944415,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-625487184,source3
S1-270957316,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-837936134,source2
S1-271308320,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-178968077,source2
S1-271322041,1,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-205583601,source3
S1-271322252,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-926211300,source3
S1-271585788,51,0,0,0,0,0.0,0.0,0.0,true,false,S2-1649032,source2
S1-271941324,24,0,0,0,0,0.0,0.0,0.0,true,false,S3-578427624,source3
S1-272024750,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-540216733,source2
S1-272119764,8,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-213354897,source3
S1-272155191,42,0,0,0,0,0.0,0.0,0.0,true,false,S3-189988966,source3
S1-272228314,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-442196848,source3
S1-272368234,5,0,0,0,0,0.0001,0.0,0.0,true,false,S3-281249730,source3
S1-272547459,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-938248713,source3
S1-272584547,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-294890128,source2
S1-272610077,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-132401217,source2
S1-272610902,12,0,0,0,0,0.0,0.0,0.0,true,false,S2-59874644,source2
S1-272684712,69,0,0,0,0,0.0855,0.0,0.0855,true,false,S3-796479873,source3
S1-272827848,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-996297070,source3
S1-272862947,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-106693191,source2
S1-272955781,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-969816827,source2
S1-272995165,3,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-695597084,source3
S1-273008311,38,0,0,0,0,0.0,0.0,0.0,true,false,S3-32362055,source3
S1-273011400,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-460838034,source3
S1-273150296,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-736616685,source3
S1-273534049,38,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-159122487,source2
S1-273729059,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-944253180,source3
S1-273778523,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-221255479,source2
S1-27379226,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-77923546,source2
S1-27382393,2,1,1,1,1,0.9747,0.0,0.9747,false,true,S2-315733563,source2
S1-273883005,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-119875437,source3
S1-273901785,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-791429680,source2
S1-273962469,38,0,0,0,0,0.0,0.0,0.0,true,false,S3-15424481,source3
S1-273979066,1,1,1,1,1,0.9941,0.0,0.9941,false,true,S3-559811063,source3
S1-274090278,3,0,0,0,0,0.0002,0.0001,0.0001,true,false,S3-803062649,source3
S1-274102380,17,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-459614531,source2
S1-274144331,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-42939429,source2
S1-274160536,2,0,0,0,0,0.0001,0.0,0.0,true,false,S2-329363451,source2
S1-274269086,54,0,0,0,0,0.0001,0.0,0.0,true,false,S2-598020651,source2
S1-274518428,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-260445047,source2
S1-27454241,36,0,0,0,0,0.0006,0.0001,0.0006,true,false,S2-663227434,source2
S1-27455843,45,0,0,0,0,0.0,0.0,0.0,true,false,S3-264296798,source3
S1-274574637,43,0,0,0,0,0.0008,0.0007,0.0001,true,false,S3-492997904,source3
S1-274646138,39,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-183349350,source3
S1-274758214,81,0,0,0,0,0.0,0.0,0.0,true,false,S3-31278704,source3
S1-27482341,39,0,0,0,0,0.0,0.0,0.0,true,false,S2-898753638,source2
S1-274835577,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-770024759,source2
S1-274890127,32,0,0,0,0,0.0001,0.0,0.0,true,false,S2-792060456,source2
S1-274914965,89,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-788704650,source2
S1-274921544,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-681162979,source2
S1-274935492,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-50222960,source2
S1-274967953,1,1,1,0,0,0.8757,0.0,0.8757,false,true,S2-160371417,source2
S1-275051993,26,0,0,0,0,0.0,0.0,0.0,true,false,S2-591330597,source2
S1-275101586,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-405268162,source2
S1-275228042,19,0,0,0,0,0.0004,0.0003,0.0002,true,false,S3-496739837,source3
S1-275355070,7,0,0,0,0,0.0001,0.0001,0.0001,true,false,S3-226695521,source3
S1-275435143,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-607283719,source2
S1-275444673,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-771962034,source3
S1-27545640,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-449030829,source3
S1-275514964,2,2,2,2,2,0.9994,0.9943,0.005,false,true,S3-610211830,source3
S1-275671856,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-576945482,source2
S1-275729898,54,0,0,0,0,0.001,0.0002,0.0007,true,false,S2-986565478,source2
S1-275734532,4,0,0,0,0,0.0004,0.0002,0.0002,true,false,S2-39872851,source2
S1-275756531,39,0,0,0,0,0.0,0.0,0.0,true,false,S3-151970321,source3
S1-275795923,89,0,0,0,0,0.0037,0.0001,0.0037,true,false,S3-231373175,source3
S1-276132619,2,0,1,1,1,0.9991,0.0,0.999,true,false,S2-426117404,source2
S1-276201279,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-797599609,source3
S1-276249701,32,0,0,0,0,0.0,0.0,0.0,true,false,S3-760477501,source3
S1-27645925,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-88462460,source3
S1-276644910,1,0,0,0,0,0.005,0.0,0.005,true,false,S3-552762137,source3
S1-27677530,59,0,0,0,0,0.0185,0.0001,0.0184,true,false,S2-246142078,source2
S1-27688921,1,1,1,1,1,0.9959,0.0,0.9959,false,true,S3-12695447,source3
S1-276894109,6,0,0,0,0,0.0,0.0,0.0,true,false,S3-493741940,source3
S1-276964967,5,0,0,0,0,0.0002,0.0001,0.0001,true,false,S2-59761546,source2
S1-277007189,24,1,0,0,0,0.7143,0.0,0.7143,false,true,S2-215173585,source2
S1-277072715,33,0,0,0,0,0.0,0.0,0.0,true,false,S3-252214014,source3
S1-277178626,21,0,0,0,0,0.0,0.0,0.0,true,false,S3-794448513,source3
S1-277293645,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-566318762,source2
S1-277375862,44,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-62685360,source2
S1-277391322,46,0,0,0,0,0.0,0.0,0.0,true,false,S2-982774434,source2
S1-277477827,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-356891570,source2
S1-277482709,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-879525248,source3
S1-277506760,49,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-547360753,source3
S1-277534575,2,0,0,0,0,0.0004,0.0003,0.0001,true,false,S3-352487898,source3
S1-277667244,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-568866729,source2
S1-277834693,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-712303318,source2
S1-27813324,5,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-350012872,source2
S1-278136697,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-899451449,source2
S1-278209695,2,0,0,0,0,0.0002,0.0,0.0001,true,false,S3-674061062,source3
S1-278244769,2,0,0,0,0,0.0001,0.0,0.0,true,false,S3-126016415,source3
S1-278383088,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-974160509,source2
S1-278416503,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-561046732,source3
S1-278756630,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-382256807,source3
S1-27876044,60,0,0,0,0,0.0,0.0,0.0,true,false,S3-90285063,source3
S1-27888893,31,0,0,0,0,0.0001,0.0,0.0,true,false,S3-459375850,source3
S1-279014952,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-976257130,source2
S1-279071750,1,1,1,1,1,0.9996,0.0,0.9996,false,true,S3-364765041,source3
S1-279157594,31,0,0,0,0,0.0,0.0,0.0,true,false,S2-338696264,source2
S1-279200202,22,0,0,0,0,0.0003,0.0002,0.0001,true,false,S3-706437882,source3
S1-279287014,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-355630626,source3
S1-279331523,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-290767716,source2
S1-279376727,7,0,0,0,0,0.0002,0.0001,0.0001,true,false,S3-42671836,source3
S1-279661956,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-760122386,source2
S1-279718509,1,0,0,0,0,0.0005,0.0,0.0005,true,false,S2-452511031,source2
S1-279736597,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-376219470,source2
S1-279790003,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-413468471,source2
S1-279841469,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-381152755,source3
S1-279916985,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-833726788,source2
S1-279978846,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-157145218,source2
S1-280098777,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-313177200,source2
S1-2801430,3,0,0,0,0,0.0001,0.0,0.0,true,false,S2-585835879,source2
S1-280188529,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-29943724,source2
S1-280247498,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-915738729,source2
S1-280282272,37,0,0,0,0,0.0,0.0,0.0,true,false,S3-739379278,source3
S1-280296313,42,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-657142051,source2
S1-280398669,4,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-760601325,source2
S1-280480940,30,0,0,0,0,0.0,0.0,0.0,true,false,S2-392983852,source2
S1-280508586,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-897739968,source2
S1-28052141,1,1,1,1,1,0.964,0.0,0.964,false,true,S2-348551925,source2
S1-280525219,9,0,0,0,0,0.0002,0.0001,0.0001,true,false,S2-6194793,source2
S1-280564651,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-42430156,source2
S1-280609787,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-122983492,source2
S1-280616597,1,0,0,0,0,0.0023,0.0,0.0023,true,false,S3-454997369,source3
S1-28062312,39,0,0,0,0,0.0,0.0,0.0,true,false,S3-488609335,source3
S1-280715974,56,0,0,0,0,0.0,0.0,0.0,true,false,S3-839065424,source3
S1-280820084,3,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-327123221,source3
S1-280869193,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-891865433,source3
S1-281146694,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-381152755,source3
S1-281218414,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-863036893,source3
S1-281336694,29,0,0,0,0,0.0,0.0,0.0,true,false,S3-527462447,source3
S1-281354239,33,0,0,0,0,0.0,0.0,0.0,true,false,S3-169632360,source3
S1-281356776,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-985300066,source2
S1-281427928,26,0,0,0,0,0.0,0.0,0.0,true,false,S3-213653542,source3
S1-281435696,4,0,0,0,0,0.0001,0.0,0.0,true,false,S2-206261147,source2
S1-281485564,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-693452906,source3
S1-28155187,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-16521240,source2
S1-281561810,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-851552091,source3
S1-281569889,15,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-607868996,source3
S1-281632943,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-184585159,source2
S1-281725882,23,0,0,0,0,0.0,0.0,0.0,true,false,S2-330186762,source2
S1-281845627,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-352506802,source2
S1-28185392,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-387473662,source2
S1-281957543,5,0,0,0,0,0.0,0.0,0.0,true,false,S2-101919056,source2
S1-281993653,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-257545778,source2
S1-282124306,41,0,0,0,0,0.0001,0.0,0.0,true,false,S2-397322475,source2
S1-282192329,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-825250179,source3
S1-282230829,3,0,0,0,0,0.0001,0.0,0.0,true,false,S3-952159052,source3
S1-282235104,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-159452674,source3
S1-282295416,29,0,0,0,0,0.0,0.0,0.0,true,false,S3-863463356,source3
S1-282375861,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-152792248,source2
S1-282782199,10,0,0,0,0,0.0079,0.0002,0.0078,true,false,S3-784625849,source3
S1-282802597,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-781733238,source3
S1-282814051,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-270839425,source3
S1-282820418,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-211725643,source2
S1-282875018,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-680625322,source2
S1-282885470,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-161051554,source3
S1-282911882,35,0,0,0,0,0.0002,0.0002,0.0,true,false,S3-122783366,source3
S1-282919455,1,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-939834036,source3
S1-283117461,2,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-722277731,source2
S1-283158663,10,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-692396339,source3
S1-283322826,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-765929286,source2
S1-283422831,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-283541803,source2
S1-283446349,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-73861215,source2
S1-283604109,41,0,0,0,0,0.0,0.0,0.0,true,false,S3-950288857,source3
S1-283630693,2,0,0,0,0,0.0001,0.0,0.0,true,false,S2-371913592,source2
S1-283881595,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-81747959,source3
S1-283997355,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-416355511,source3
S1-284034905,2,1,1,1,1,0.9891,0.0,0.9891,false,true,S2-455325987,source2
S1-284123016,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-204854711,source3
S1-284187647,5,0,0,0,0,0.0,0.0,0.0,true,false,S3-173903467,source3
S1-284192016,1,1,0,0,0,0.6153,0.0,0.6153,false,true,S3-69691677,source3
S1-28420060,47,0,0,0,0,0.0001,0.0,0.0,true,false,S2-754678730,source2
S1-284209086,1,1,1,1,1,0.9997,0.0,0.9997,false,true,S3-323666433,source3
S1-284308279,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-506048519,source3
S1-284547816,3,0,0,0,0,0.0003,0.0001,0.0002,true,false,S3-867211711,source3
S1-284554669,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-72313239,source3
S1-284573479,29,0,0,0,0,0.0,0.0,0.0,true,false,S3-863463356,source3
S1-284603599,3,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-522078524,source3
S1-284612111,3,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-72964623,source2
S1-284665267,51,0,0,0,0,0.0,0.0,0.0,true,false,S3-555818589,source3
S1-284820266,44,0,0,0,0,0.0,0.0,0.0,true,false,S2-638660643,source2
S1-284878993,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-566216800,source2
S1-285029977,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-871669458,source3
S1-285120447,40,0,0,0,0,0.0,0.0,0.0,true,false,S3-677851804,source3
S1-285639517,1,1,1,1,1,0.9951,0.0,0.9951,false,true,S3-390563178,source3
S1-285752438,2,0,0,0,0,0.0003,0.0,0.0002,true,false,S2-613055081,source2
S1-285824797,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-118948917,source3
S1-285842810,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-542888329,source3
S1-286022248,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-811366167,source2
S1-286172003,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-268693867,source2
S1-286233028,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-920340516,source2
S1-286258564,50,0,0,0,0,0.0001,0.0,0.0,true,false,S3-738947496,source3
S1-286265722,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-125703968,source3
S1-286268691,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-234380287,source2
S1-286277083,39,0,0,0,0,0.0017,0.0,0.0017,true,false,S2-285063282,source2
S1-286307220,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-842445241,source3
S1-286406115,32,0,0,0,0,0.0,0.0,0.0,true,false,S2-881403826,source2
S1-286483212,2,1,1,1,1,0.9887,0.0,0.9887,false,true,S2-603618466,source2
S1-286630477,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-615561499,source3
S1-286661549,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-969531816,source3
S1-28678758,1,1,1,1,1,0.9985,0.0,0.9985,false,true,S2-35064309,source2
S1-286803490,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-989301541,source2
S1-286936139,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-244281922,source2
S1-287102309,42,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-506726696,source3
S1-287397981,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-84608328,source2
S1-28757932,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-272000979,source3
S1-287580001,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-104410319,source2
S1-287654159,4,0,0,0,0,0.0,0.0,0.0,true,false,S3-645442374,source3
S1-287666599,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-51670773,source2
S1-287755517,39,0,0,0,0,0.0,0.0,0.0,true,false,S2-531871685,source2
S1-287873410,1,1,1,1,1,0.9996,0.0,0.9996,false,true,S2-87572982,source2
S1-287894463,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-935541805,source3
S1-287955270,15,0,0,0,0,0.0,0.0,0.0,true,false,S3-846024710,source3
S1-287973551,12,0,0,0,0,0.0,0.0,0.0,true,false,S3-77873882,source3
S1-287981012,1,1,1,1,1,0.9997,0.0,0.9997,false,true,S2-223064898,source2
S1-288066363,1,1,1,1,1,0.9861,0.0,0.9861,false,true,S3-823992649,source3
S1-288444048,12,0,0,0,0,0.0002,0.0002,0.0,true,false,S2-344599432,source2
S1-288521591,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-972677062,source2
S1-288523937,45,0,0,0,0,0.0,0.0,0.0,true,false,S3-272368498,source3
S1-288736364,3,0,0,0,0,0.0002,0.0,0.0002,true,false,S2-817519899,source2
S1-289048557,26,0,0,0,0,0.0,0.0,0.0,true,false,S2-473142058,source2
S1-289129046,1,0,0,0,0,0.0277,0.0,0.0277,true,false,S2-640099827,source2
S1-289669622,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-665971498,source3
S1-289740952,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-961861221,source3
S1-289806701,13,0,0,0,0,0.0,0.0,0.0,true,false,S2-80894318,source2
S1-289934085,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-928122498,source2
S1-289936158,1,1,1,1,1,0.9714,0.0,0.9714,false,true,S3-711585426,source3
S1-290031077,43,0,0,0,0,0.0,0.0,0.0,true,false,S2-877637172,source2
S1-290132510,37,0,0,0,0,0.0,0.0,0.0,true,false,S2-885086841,source2
S1-290139018,64,0,0,0,0,0.013,0.0002,0.0128,true,false,S2-315925768,source2
S1-290142918,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-823909473,source2
S1-290234865,20,0,0,0,0,0.0,0.0,0.0,true,false,S2-919472223,source2
S1-290288346,113,1,1,1,1,0.9995,0.0,0.9995,false,true,S2-514970066,source2
S1-290401849,2,0,0,0,0,0.0005,0.0,0.0004,true,false,S2-14068945,source2
S1-29049453,30,0,0,0,0,0.0,0.0,0.0,true,false,S2-216036643,source2
S1-290654255,7,0,0,0,0,0.0,0.0,0.0,true,false,S2-732627930,source2
S1-29077679,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-580863209,source2
S1-290823704,30,0,0,0,0,0.0,0.0,0.0,true,false,S2-834746561,source2
S1-290831225,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-432445294,source3
S1-290933897,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-824950688,source2
S1-291010048,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-642851576,source3
S1-291219991,30,0,0,0,0,0.0,0.0,0.0,true,false,S3-817885824,source3
S1-291340043,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-210596993,source2
S1-291573803,42,0,0,0,0,0.0,0.0,0.0,true,false,S2-560449715,source2
S1-291615942,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-408103895,source2
S1-29184675,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-988530848,source2
S1-291952439,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-772465522,source2
S1-291989464,1,1,1,1,1,0.9988,0.0,0.9988,false,true,S3-874296947,source3
S1-291993576,37,0,0,0,0,0.0,0.0,0.0,true,false,S3-200956306,source3
S1-292013713,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-436225620,source2
S1-292022829,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-57403722,source3
S1-292083139,73,0,0,0,0,0.0007,0.0001,0.0006,true,false,S2-588940457,source2
S1-292110993,36,0,0,0,0,0.0,0.0,0.0,true,false,S3-166069742,source3
S1-292393735,3,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-498279964,source2
S1-29246929,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-814052487,source2
S1-29251541,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-921338348,source3
S1-292639194,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-980453644,source3
S1-292649689,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-667714043,source2
S1-292692907,1,1,1,1,1,0.9931,0.0,0.9931,false,true,S3-612029514,source3
S1-292713772,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-309656009,source3
S1-292766321,4,0,0,0,0,0.0001,0.0,0.0,true,false,S3-580642144,source3
S1-29282621,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-811079277,source2
S1-292950822,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-159427941,source2
S1-293049146,32,0,0,0,0,0.0001,0.0,0.0,true,false,S3-620316094,source3
S1-293106735,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-815206256,source2
S1-293176874,76,0,0,0,0,0.0003,0.0001,0.0002,true,false,S2-946938247,source2
S1-293202981,33,0,0,0,0,0.0,0.0,0.0,true,false,S3-698704990,source3
S1-293213816,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-895820835,source2
S1-29321964,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-662128178,source2
S1-293330633,30,0,0,0,0,0.0,0.0,0.0,true,false,S3-172089780,source3
S1-293389828,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-445103019,source2
S1-293441859,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-297147254,source2
