analysis_threshold,error_type,error_category,source1_entity_id,candidate_entity_id,candidate_source,country,predicted_prob,name_char_3gram_jaccard,address_char_3gram_similarity,shared_address_number_count,address_missing_candidate
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-311138619,S2-227490072,source2,united states,0.0037319171,0.8148148,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-137026686,S2-840758843,source2,united states,0.0041067153,0.7894737,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-667605690,S2-584729438,source2,united states,0.0044757687,0.6666667,0.0,0,1
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-37255821,S2-152268604,source2,india,0.005003073,0.36363637,0.6825397,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-867508043,S2-570625919,source2,united states,0.005628034,1.0,0.1969697,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-635401949,S2-877623126,source2,india,0.0063575786,0.7894737,0.0,0,1
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-88229953,S3-928860132,source3,india,0.0065426934,0.0,1.0,1,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-847932090,S3-337599976,source3,united states,0.00958176,0.0,1.0,1,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-654395773,S3-334578050,source3,united states,0.012555573,0.75,0.125,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-206499309,S3-284599852,source3,india,0.014568398,0.28,0.25,1,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-268700893,S2-654622206,source2,united states,0.014618101,0.7826087,0.26229507,0,0
0.9,FN,NAME_DIVERGENCE,S1-409961376,S2-636625504,source2,india,0.01582664,0.06818182,0.44827586,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-588360895,S2-157435214,source2,united states,0.017173005,0.6956522,0.55263156,0,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-257812703,S3-725123230,source3,united states,0.018118504,0.52,0.55,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-676294630,S2-124173627,source2,united states,0.019932615,0.6666667,0.47272727,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-743910612,S3-857379461,source3,united states,0.020397453,0.74285716,0.5609756,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-574568737,S2-689329503,source2,india,0.023210837,1.0,0.0,0,1
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-302526871,S3-387482318,source3,india,0.023670072,0.4047619,0.5072464,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-117150004,S2-991691724,source2,united states,0.025812058,0.84,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-845245569,S3-166654622,source3,india,0.027270706,1.0,0.0,0,1
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-259452306,S3-787015231,source3,united states,0.02851176,1.0,0.21276596,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-504790211,S2-340882825,source2,united states,0.029752718,0.8,0.0,0,1
0.9,FN,OTHER_FALSE_NEGATIVE,S1-911341652,S3-55880086,source3,united states,0.03174644,0.75,0.375,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-265848869,S2-274692733,source2,united states,0.03408464,0.6666667,0.6451613,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-776420280,S3-247061270,source3,india,0.0372065,1.0,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-268317178,S3-177365809,source3,united states,0.03856008,0.7894737,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-317579136,S2-999793401,source2,india,0.0409102,1.0,0.0,0,1
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-831786720,S3-770613933,source3,india,0.059793092,0.4857143,0.14925373,1,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-813191679,S3-313620211,source3,united states,0.061588094,0.65,0.2264151,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-657618079,S2-423099834,source2,united states,0.06192822,0.6666667,0.6969697,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-358230521,S3-906943281,source3,united states,0.07138898,0.8095238,0.3478261,0,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-270092084,S3-452834909,source3,india,0.07280372,0.0,1.0,2,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-745628715,S3-255402105,source3,united states,0.0780696,0.7111111,0.79545456,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-624853217,S2-142962044,source2,united states,0.0832912,0.9285714,0.0,0,1
0.9,FN,OTHER_FALSE_NEGATIVE,S1-706591875,S2-811072158,source2,united states,0.084455624,1.0,0.4375,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-547641536,S3-430070224,source3,united states,0.09111498,0.82758623,0.5217391,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-963279486,S3-197069383,source3,united states,0.09396116,0.6052632,0.4888889,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-418182410,S2-134405648,source2,united states,0.0943715,0.64705884,0.6875,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-73715434,S3-469818823,source3,united states,0.095233195,0.8181818,0.45454547,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-307913042,S2-968481229,source2,united states,0.095989436,0.73333335,0.3,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-795915943,S2-242231390,source2,india,0.10006268,0.8888889,0.0,0,1
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-444385292,S2-489004332,source2,united states,0.10034117,0.53125,0.75,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-857426094,S3-572240479,source3,india,0.10316494,0.625,0.7777778,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-966607820,S3-88317059,source3,india,0.11520773,0.6896552,0.16842106,0,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-593387936,S3-255830893,source3,india,0.11579132,0.1,0.7903226,1,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-488871702,S2-241944951,source2,united states,0.11598834,1.0,0.0,0,1
0.9,FN,OTHER_FALSE_NEGATIVE,S1-910041461,S2-509201107,source2,united states,0.12160091,0.7222222,0.44186047,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-881665599,S3-353938359,source3,united states,0.1246378,1.0,0.0,0,1
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-178206037,S2-238463399,source2,india,0.1256358,0.22222222,0.7532467,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-372395061,S2-397854253,source2,united states,0.13078842,0.7777778,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-749912968,S2-752638662,source2,united states,0.13853607,1.0,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-588302854,S2-874748213,source2,united states,0.1406762,0.7777778,0.0,0,1
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-178921025,S3-156709896,source3,united states,0.14435722,0.44827586,0.4848485,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-370087413,S3-785037759,source3,india,0.15093608,0.2857143,0.77272725,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-183683731,S2-138033509,source2,united states,0.16041878,0.64285713,0.5641026,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-369710074,S2-305071473,source2,india,0.16922748,1.0,0.0,0,1
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-451993718,S3-834265629,source3,india,0.17429483,0.84615386,0.21111111,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-716750121,S3-706770739,source3,india,0.17725137,0.7,0.70212764,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-693679725,S3-987018544,source3,united states,0.19112636,0.8333333,0.47457626,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-456377382,S3-924387266,source3,india,0.20486014,0.8214286,0.0952381,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-848766993,S2-68125772,source2,united states,0.21133608,0.4090909,0.5471698,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-915479091,S3-318543180,source3,united states,0.23530973,0.6,0.23076923,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-626494746,S2-866531719,source2,united states,0.23961987,0.32,0.3265306,1,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-619379480,S3-828375222,source3,united states,0.23962277,1.0,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-664047974,S2-159418478,source2,india,0.23962277,1.0,0.0,0,1
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-88619407,S3-64834698,source3,united states,0.2454083,0.7619048,0.28125,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-537619821,S3-554728394,source3,united states,0.24727972,1.0,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-680802703,S2-534906411,source2,india,0.24727972,1.0,0.0,0,1
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-923871898,S2-128664955,source2,india,0.24985379,0.13157895,1.0,2,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-663777279,S3-707261685,source3,india,0.2575757,0.71428573,0.24210526,1,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-296933220,S3-711138006,source3,united states,0.27351364,0.46875,0.7209302,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-879285964,S3-472910996,source3,india,0.27408057,0.6,0.19402985,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-403679958,S3-553115898,source3,india,0.2779977,0.5882353,0.52307695,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-411686889,S2-308932881,source2,india,0.29243746,1.0,0.0,0,1
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-497964808,S3-190748154,source3,united states,0.30143857,0.24,0.42222223,1,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-212282653,S3-720531480,source3,united states,0.30248225,1.0,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-229300707,S2-388698583,source2,united states,0.30248225,1.0,0.0,0,1
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-631425833,S2-507533577,source2,united states,0.30654156,0.9166667,0.0,0,1
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-351763104,S3-596642475,source3,india,0.3291573,0.36363637,0.70238096,2,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-788981743,S3-91350493,source3,united states,0.3346529,0.75555557,0.72,2,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-212492937,S2-272214985,source2,india,0.3504773,1.0,0.0,0,1
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-442414081,S2-525122020,source2,united states,0.35408822,0.6666667,0.2244898,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-326903505,S3-594048455,source3,india,0.37082005,0.46153846,0.8305085,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-563207993,S2-275007491,source2,united states,0.38264045,0.9791667,0.5952381,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-357140726,S2-352986236,source2,united states,0.38600594,0.8333333,0.71428573,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-850924985,S3-261143005,source3,india,0.39205492,0.08695652,0.969697,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-475249577,S3-359282372,source3,india,0.39710912,0.4883721,0.7704918,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-589484240,S2-469592381,source2,india,0.40680933,0.48,0.8857143,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-826486940,S3-44940343,source3,india,0.4223484,0.6486486,0.7619048,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-103602194,S3-56115177,source3,united states,0.42286593,1.0,0.3265306,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-198529975,S3-128614243,source3,india,0.43642998,0.5217391,0.5326087,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-332159740,S3-7161850,source3,india,0.45621753,1.0,0.14736842,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-194187427,S3-843421850,source3,united states,0.46199587,1.0,0.51282054,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-368864110,S2-325414419,source2,india,0.46859896,0.4814815,0.32911393,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-710958078,S2-546286696,source2,united states,0.47514644,0.875,0.64285713,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-124794328,S3-136780158,source3,united states,0.47845125,0.54545456,0.6111111,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-204918476,S3-126016415,source3,united states,0.48464483,0.85714287,0.5625,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-815313381,S3-990946181,source3,india,0.48861268,0.47826087,0.72839504,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-708575244,S3-760365275,source3,united states,0.4898699,0.7619048,0.64444447,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-171092607,S3-793422792,source3,united states,0.49919355,0.84,0.29508197,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-325716817,S2-790626891,source2,india,0.5033286,0.53571427,0.7777778,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-136461355,S3-433729747,source3,india,0.50791883,1.0,0.0,0,1
0.9,FN,OTHER_FALSE_NEGATIVE,S1-980503458,S2-728468507,source2,united states,0.531974,0.8125,0.65,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-958105702,S3-711630323,source3,united states,0.54044545,0.75,0.66,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-741817106,S3-5823140,source3,india,0.5437307,0.62068963,0.35714287,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-619611946,S2-921344517,source2,united states,0.54425526,0.86206895,0.6875,0,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-419129929,S3-717640722,source3,united states,0.5521343,0.5294118,0.6888889,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-686104161,S2-21794839,source2,united states,0.56326765,1.0,0.0,0,1
0.9,FN,OTHER_FALSE_NEGATIVE,S1-502555074,S3-403740975,source3,united states,0.567143,0.6052632,0.53571427,2,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-776777072,S2-203124047,source2,india,0.59046936,0.2,1.0,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-120176877,S3-859735351,source3,united states,0.59486437,0.875,0.36065573,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-284192016,S3-69691677,source3,united states,0.6152637,0.64705884,0.25,1,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-214432606,S3-891618576,source3,india,0.6172695,1.0,0.28181818,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-239207785,S3-306553751,source3,united states,0.6194147,0.8666667,0.64705884,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-52573936,S2-771172197,source2,india,0.6229926,0.9,0.7529412,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-943679421,S2-229962546,source2,united states,0.63147,0.8518519,0.9032258,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-445217631,S2-166803526,source2,united states,0.64886636,0.71875,0.59574467,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-979761591,S3-54236015,source3,united states,0.64993584,1.0,0.55263156,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-347869791,S3-944225630,source3,india,0.6587809,1.0,0.21686748,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-156513520,S3-284947176,source3,united states,0.65997326,0.6315789,0.42,1,0
0.9,FN,NAME_DIVERGENCE,S1-538305927,S2-355188251,source2,united states,0.660791,0.3243243,1.0,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-951113242,S3-532651626,source3,united states,0.68204427,0.875,0.4864865,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-533701421,S2-434618903,source2,united states,0.6832859,0.7894737,0.8214286,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-457615425,S2-926575050,source2,united states,0.6848845,0.6511628,0.6136364,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-722680687,S2-529058323,source2,united states,0.69066244,0.7916667,0.57894737,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-413425277,S2-271599210,source2,united states,0.69438785,0.53333336,1.0,1,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-473031691,S3-302536080,source3,united states,0.7019813,0.2413793,0.63265306,1,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-708679840,S3-850428491,source3,india,0.70472234,0.5555556,0.23255815,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-277007189,S2-215173585,source2,united states,0.7142825,0.75,0.6857143,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-997242359,S2-122170914,source2,india,0.72780854,0.84210527,0.765625,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-155701350,S3-245618183,source3,india,0.7383758,1.0,0.19791667,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-695144304,S2-84905579,source2,united states,0.74167687,0.7777778,0.5106383,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-313115959,S3-500926556,source3,united states,0.74604505,0.5,0.4716981,1,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-151714625,S3-451071182,source3,united states,0.7769526,0.8,0.24444444,1,0
0.9,FN,NAME_DIVERGENCE,S1-871902965,S2-832022865,source2,india,0.7814251,0.3548387,1.0,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-613330043,S3-186168543,source3,india,0.7824803,0.6,0.42708334,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-161016043,S3-797831831,source3,united states,0.782629,0.8181818,0.5714286,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-825777859,S2-736347708,source2,united states,0.78573275,0.2,0.75,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-616597454,S2-32477824,source2,united states,0.78867555,0.6785714,0.84375,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-513595013,S2-685753457,source2,india,0.79194605,1.0,0.0,0,1
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-555218009,S3-812530968,source3,india,0.7935263,1.0,0.29310346,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-536123538,S3-445605030,source3,india,0.79783696,0.23636363,0.89361703,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-979288927,S2-238808154,source2,united states,0.8122082,0.7647059,0.65789473,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-941417027,S3-967747607,source3,united states,0.8135317,0.8095238,0.6052632,0,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-934461604,S2-967876765,source2,united states,0.8136619,0.29411766,1.0,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-102973018,S2-337033433,source2,united states,0.8138736,1.0,0.3243243,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-825345518,S2-575536430,source2,united states,0.8203216,0.58536583,0.625,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-181567927,S3-422529315,source3,united states,0.8251586,1.0,0.4893617,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-748234427,S3-612188602,source3,india,0.82664686,0.7777778,0.30985916,1,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-728784987,S2-254271213,source2,united states,0.8293319,0.8857143,0.1969697,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-802385494,S3-87006130,source3,united states,0.83074534,0.8214286,0.5,0,0
0.9,FN,MISSING_ADDRESS_EVIDENCE,S1-660621852,S2-623142135,source2,india,0.831146,1.0,0.0,0,1
0.9,FN,OTHER_FALSE_NEGATIVE,S1-955976372,S2-670672245,source2,united states,0.8326441,0.84375,0.5588235,0,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-919795801,S3-806824347,source3,united states,0.8342705,1.0,0.30769232,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-106170397,S3-70544111,source3,united states,0.834383,0.8125,0.48076922,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-397081662,S2-890109648,source2,united states,0.8351514,0.6969697,0.8918919,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-309212199,S3-226039642,source3,united states,0.8351804,0.8,0.7083333,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-167672817,S3-161180385,source3,united states,0.8395139,0.75,0.5102041,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-874682146,S2-437485334,source2,india,0.8484761,0.31707317,1.0,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-584055831,S3-878695229,source3,india,0.8485874,0.6,0.71929824,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-409961376,S3-148990151,source3,india,0.85446787,0.41935483,0.42105263,2,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-922429406,S3-516103089,source3,india,0.8545677,0.65217394,0.29032257,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-152649702,S3-833800741,source3,india,0.8594816,0.8333333,0.75,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-956515241,S2-442361209,source2,united states,0.8600198,0.7777778,0.44067797,0,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-235335372,S3-572265744,source3,united states,0.8632052,1.0,0.35,0,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-444761187,S2-568686037,source2,united states,0.8637549,0.78571427,0.296875,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-634152028,S3-34326720,source3,united states,0.8754244,0.8095238,0.4074074,2,0
0.9,FN,SEVERE_ADDRESS_DIVERGENCE,S1-274967953,S2-160371417,source2,india,0.87569183,0.9259259,0.25742576,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-68456921,S3-739042432,source3,india,0.8761358,0.5897436,0.969697,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-25889688,S2-864388646,source2,united states,0.8777277,0.88235295,0.45454547,0,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-25954264,S2-763070599,source2,united states,0.8831464,0.5277778,0.4,1,0
0.9,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-52886290,S3-81851034,source3,india,0.8831915,0.5294118,0.23076923,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-732279973,S3-735039301,source3,united states,0.88624763,0.8666667,0.6226415,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-640116870,S2-65866639,source2,india,0.8872528,0.4871795,0.8194444,1,0
0.9,FN,OTHER_FALSE_NEGATIVE,S1-420472686,S3-909124064,source3,india,0.8967987,0.8666667,0.31746033,1,0
0.9,FN,ABBREVIATION_OR_ACRONYM,S1-10491612,S3-59606543,source3,india,0.8972662,0.045454547,0.73770493,2,0
0.95,FP,SHARED_LOCATION_DIFFERENT_BIZ,S1-276132619,S2-426117404,source2,india,0.9990523,0.64285713,0.82894737,1,0
0.95,FP,SHARED_LOCATION_DIFFERENT_BIZ,S1-842614852,S2-92900333,source2,india,0.998146,0.52,1.0,1,0
0.95,FP,OTHER_FALSE_POSITIVE,S1-264894054,S3-348528084,source3,united states,0.99676126,0.84615386,0.516129,1,0
0.95,FP,SHARED_LOCATION_DIFFERENT_BIZ,S1-716162798,S2-98234472,source2,united states,0.9957783,0.57575756,1.0,1,0
0.95,FP,OTHER_FALSE_POSITIVE,S1-922429406,S2-970808601,source2,india,0.99155664,0.24324325,0.5185185,1,0
0.95,FP,OTHER_FALSE_POSITIVE,S1-478383522,S3-292290735,source3,india,0.9875624,0.5,0.5,1,0
0.95,FP,SIMILAR_NAME_BRANCH_MISMATCH,S1-641236003,S3-82107141,source3,india,0.985137,1.0,0.33333334,0,0
0.95,FP,OTHER_FALSE_POSITIVE,S1-520357461,S3-34902775,source3,united states,0.97170556,0.7647059,0.578125,1,0
0.95,FP,OTHER_FALSE_POSITIVE,S1-944137003,S3-726108094,source3,united states,0.970056,1.0,0.6603774,0,0
0.95,FP,OTHER_FALSE_POSITIVE,S1-148825883,S2-420994904,source2,india,0.9622595,0.8064516,0.875,0,0
0.95,FP,OTHER_FALSE_POSITIVE,S1-234698005,S2-687002698,source2,india,0.9554254,0.72727275,0.7625,1,0
0.95,FP,OTHER_FALSE_POSITIVE,S1-918589311,S3-422487378,source3,united states,0.9509548,0.8518519,0.51428574,1,0
0.95,FN,MISSING_ADDRESS_EVIDENCE,S1-605524580,S2-710114025,source2,india,0.0000031259037,0.4074074,0.0,0,1
0.95,FN,MISSING_ADDRESS_EVIDENCE,S1-121839562,S3-42114892,source3,united states,0.0010021692,0.76666665,0.0,0,1
0.95,FN,SEVERE_ADDRESS_DIVERGENCE,S1-77567238,S3-923426508,source3,india,0.00109582,1.0,0.12857144,0,0
0.95,FN,MISSING_ADDRESS_EVIDENCE,S1-605302995,S2-804102430,source2,india,0.0011688197,0.6875,0.0,0,1
0.95,FN,OTHER_FALSE_NEGATIVE,S1-52573936,S3-175183145,source3,india,0.0012946273,0.5882353,0.13095239,0,0
0.95,FN,OTHER_FALSE_NEGATIVE,S1-705467901,S3-86479312,source3,united states,0.0014685044,0.5135135,0.4473684,0,0
0.95,FN,SEVERE_ADDRESS_DIVERGENCE,S1-555957831,S3-850596301,source3,india,0.0016813216,1.0,0.13043478,0,0
0.95,FN,SEVERE_ADDRESS_DIVERGENCE,S1-580992307,S3-62710162,source3,india,0.0017656155,0.625,0.20289855,0,0
0.95,FN,SEVERE_ADDRESS_DIVERGENCE,S1-441821984,S3-890496189,source3,india,0.002304198,0.6060606,0.14754099,1,0
0.95,FN,MISSING_ADDRESS_EVIDENCE,S1-943719187,S2-867170522,source2,united states,0.0024432736,0.7222222,0.0,0,1
0.95,FN,MISSING_ADDRESS_EVIDENCE,S1-311138619,S2-227490072,source2,united states,0.0037319171,0.8148148,0.0,0,1
0.95,FN,MISSING_ADDRESS_EVIDENCE,S1-137026686,S2-840758843,source2,united states,0.0041067153,0.7894737,0.0,0,1
0.95,FN,MISSING_ADDRESS_EVIDENCE,S1-667605690,S2-584729438,source2,united states,0.0044757687,0.6666667,0.0,0,1
0.95,FN,ABBREVIATION_OR_ACRONYM,S1-37255821,S2-152268604,source2,india,0.005003073,0.36363637,0.6825397,0,0
0.95,FN,SEVERE_ADDRESS_DIVERGENCE,S1-867508043,S2-570625919,source2,united states,0.005628034,1.0,0.1969697,0,0
0.95,FN,MISSING_ADDRESS_EVIDENCE,S1-635401949,S2-877623126,source2,india,0.0063575786,0.7894737,0.0,0,1
0.95,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-88229953,S3-928860132,source3,india,0.0065426934,0.0,1.0,1,0
0.95,FN,TRANSLITERATION_OR_SCRIPT_VARIANT,S1-847932090,S3-337599976,source3,united states,0.00958176,0.0,1.0,1,0
0.95,FN,SEVERE_ADDRESS_DIVERGENCE,S1-654395773,S3-334578050,source3,united states,0.012555573,0.75,0.125,1,0
0.95,FN,ABBREVIATION_OR_ACRONYM,S1-206499309,S3-284599852,source3,india,0.014568398,0.28,0.25,1,0
